sentiment,text
negative," no, all other articles i have read say she has a minimum of 5 years to serve..good behaviour and she could be out in 3. "
negative,morning! the weather's been so good! how many of you are able to work outside?! unfortunately i can't really 
negative," left euston at 2.07, divereted to birmingham, got there at 5.30. had to hire a car to get me to liverpool. arrived at 9. "
negative,random huricane force winds and rain make a walk imposable 
negative,i already miss  and he's still in the united states. won't see him for 4 weeks! 
negative,min is not coming back  life is not the same without my aunties here in malaysia.  emo.
negative,i wish i were fairerrrrrrrr  sigh.
negative, but you know me now 
negative," this guy came up to my friend for money, then asked her for a cigarette... maybe its best you dont give so you cant give more. "
negative,ugh!!! madd sick!! yuck duck  causing insomnia. just finished downing some robo. got my runway practice tommorrow. hope it goes away!!
negative,"goodness, my piano skills are fading faaast. learned a short piece but i can't get right  ugh so frustrating."
negative, fck method man...his ass aint show for the damn concert!!! i hate his sexy ass now 
negative,"dammit, they are releasing a cheaper 220 with more power !  ... can't even call it the march of tech as they are chucking the fi."
negative,good night all... no packing done tonight... i'll try to wake up early... had another reminder of why im gettin outta here 
negative,cannot sleep and is waking up in 6 short hours for water polo practice. tomorrow morning will not be fun. 
negative, shit man that is rough. 
negative,how do you explain to a client that there are no do-overs? that it needs to be right this first time? they're not getting it! 
negative,"want to disappear, stop caring and end this internet addiction. "
negative,has a headache and wants what  is eating ... i miss ice cream 
negative, have a great show tonight mitchel...wish i could be there! 
negative,"just cut the front lawn, and i'm exhausted. taking a shower cause i feel all creepy crawley. "
negative,i hate being so confused like i am right now  it's embarrassing :/
negative,my head hurts so bad  calling it a night even earlier than i did last night.
negative,hey it is matt. waiting for jen to fall on her butt! damn! texting. jen didn't fall. 
negative,not liken this nepa weather this week 
negative,"waiting for clinic to open.  temp 103 or higher most of night.  vomitting.  coughing.  not a fun night.    could be flu, she was exposed."
negative,so tired now....running in 95 degree weather with humidity is not fun 
negative,my little girl has got the chickenpox 
negative,out in new york on a lake.  its raining  so i'm on the computer.
negative," - looks like we're gonna miss earnie!  she's on 6th/7th/8th, epic fail!"
negative, omg! did you miss it ? 
negative,one tree hillll! this episode is soooo sad 
negative,i feel sick!!!  no!!!!! curses!!! stupid stomich!
negative,: yeah..... 
negative,i cant sleep!! and i want chinese food fries...im so hungry 
negative, in polish cinemas it will be on january '10  maybe it will be prepremiere  on december | new moon
negative,upset that i'm not at the summer time ball  x
negative,urgh! sean batty 
negative,its 1:31am so i'm going to get some more sleep. i've been really sleepy latley since ive had this crappy fever.  zzzzzzzzzzzzzzzzzzz......
negative,"really becoming rather bored now, havent stepped foot out of my house in 2 whole dayes :|    i feel soo ill , not good! ......,x"
negative, you looked great for being sick yesterday! i'm sorry i didn't really make an effort to say hi...  i was preoccupied for a while
negative," tried to write to czech embassy (farmanieh, lavasani st. no.199, tehran) if takes wounded but no resp  stay strong."
negative,is not the best night  and can't wait for a brand new day!
negative,i have sun burn on small parts of my arms 
negative," oh, to be in ohio tonight ... "
negative,sooo clumsy... almost bust my ass twice walking down the street 
negative,hates feeling all bunged up.. feel like i can't breathe properly 
negative,had a great time splatter painting a trampoline with neon paint. those girls crack me up. ruined a perfectly good pair of new shorts. 
negative, yes! a little to much!! which is why i didnt make it to coffee  i ended up staying an extra night &amp; causing more trouble!! x
negative, billy why don't we get to hear your sexy voice as much as we use to? nyc took u away from us here in dallas 
negative,lying in bed. just wanna have a mimosa. not in budget 
negative, morning! very wet here too 
negative," i found it triggery  i, too, once ate a giant pancake and exploded upon eating it."
negative," i can't  but i'll be in fairfield, and then portland. maybe you'll be around?"
negative," wet willys aren't rape lol. oh yeah almost forget, we are coming to texas during warped "
negative,"i'm so stupid. i get upset over nothing, and i can't get anything right. i'm so dumb. ugh... "
negative,so restless to do any work. all the heavy revision is tiring me out 
negative,ouch it's throbbing!  
negative,love you jewels ireland. hang in there 
negative, been listening to that song all morning  so sad 
negative," i wish i didn't agree, but that's unfortunately how it is!  "
negative,it is raining like woah! my pants are wet 
negative, i feel your pain  i get a hangover from going to bed late with or without alcohol .so what fandabbydosey stuff u doing today ?
negative, thx. itll be okay. well i hope so... i still cant believe we lost 
negative,i'm really really wishing i could go to cedar point. i thought it was out of my system. but things like cp never really go away. *sigh* 
negative," girl i def don't take my own advice, but try to relax. when i get like that my heart beats as if i'm in a marthon  for hours"
negative,why things change so quickly? 
negative,i don't know anymore 
negative,  another expensive weekend trip to the vet.
negative,apparently i still need to do the sodding sainsburys shop before i get to go out  maybe i should just go out in my work clothes
negative, sweet...bet you anything 'she' comes back in one form or another though 
negative,well...i just love thunder... love it 
negative,still an hour to go... watched the rest of my fair lady which i started watching last night and now i have nothing to do 
negative,i just got home &amp; i lost a friend today 
negative," i'm trying to start a muggle quidditch league in my city, lolol "
negative,"wow. sad. i'm kinda over metalhead. it's been months since i've been, but i just wasn't feelin' it.  i feel old."
negative,shooooot ign keeps stalling on me now  any other suggestions??
negative, nope  aiming to be there soon though
negative,owch. really itchy... 
negative,reading my old yearbook  good times
negative, i like hearing about crawling under houses and metallica references 
